index	vritti
2.4.54	धात्वादेशः, आर्धधातुके
2.4.55	धात्वादेशः, आर्धधातुके
2.4.56	धात्वादेशः, आर्धधातुके
2.4.57	धात्वादेशः, आर्धधातुके
2.4.58	लुक्
2.4.59	लुक्
2.4.60	लुक्
2.4.61	लुक्
2.4.62	लुक्
2.4.63	लुक्
2.4.64	लुक्
2.4.65	लुक्
2.4.66	लुक्
2.4.67	लुक्
2.4.68	लुक्
2.4.69	लुक्
2.4.70	लुक्
2.4.71	लुक्
2.4.72	लुक्
2.4.73	लुक्
2.4.74	लुक्
2.4.75	लुक्
2.4.76	लुक्
2.4.77	लुक्
2.4.78	लुक्
2.4.79	लुक्
2.4.80	लुक्
2.4.81	लुक्
2.4.82	लुक्
2.4.83	लुक्
2.4.84	लुक्
2.4.85	लादेशाः, (लाधिकारे स्यात्)
3.1.1	प्रत्ययः
3.1.2	प्रत्ययस्य परत्वाधिकारः
3.1.3	
3.1.4	
3.1.5	सनादयः, सन्
3.1.6	सनादयः, सन्
3.1.7	सनादयः, सन्
3.1.8	सनादयः, क्यच्
3.1.9	सनादयः, काम्यच्
3.1.10	सनादयः, काम्यच्
3.1.11	सनादयः, क्यङ्
3.1.12	सनादयः, क्यङ्
3.1.13	सनादयः, क्यष्
3.1.14	सनादयः, क्यङ्
3.1.15	सनादयः, क्यङ्
3.1.16	सनादयः, क्यङ्
3.1.17	सनादयः, क्यङ्
3.1.18	सनादयः, क्यङ्
3.1.19	सनादयः, क्यच्
3.1.20	सनादयः, णिङ्
3.1.21	सनादयः, णिच्
3.1.22	सनादयः, यङ्, धातोः प्रत्ययः परः च
3.1.23	सनादयः, यङ्, धातोः प्रत्ययः परः च
3.1.24	सनादयः, यङ्, धातोः प्रत्ययः परः च
3.1.25	सनादयः, णिच्, धातोः प्रत्ययः परः च
3.1.26	सनादयः, णिच्, धातोः प्रत्ययः परः च
3.1.27	सनादयः, यक्, धातोः प्रत्ययः परः च
3.1.28	सनादयः, आय, धातोः प्रत्ययः परः च
3.1.29	सनादयः, ईयङ्, धातोः प्रत्ययः परः च
3.1.30	सनादयः, णिङ्, धातोः प्रत्ययः परः च
3.1.31	णिङ्, धातोः प्रत्ययः परः च
3.1.32	धातुः, धातोः प्रत्ययः परः च
3.1.33	स्य-तास्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.34	सिप्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.35	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.36	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.37	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.38	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.39	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.40	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.41	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.42	आम्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.43	च्लिः, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.44	सिच्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.45	क्स, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.46	क्स, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.47	क्स, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.48	चङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.49	चङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.50	चङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.51	चङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.52	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.53	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.54	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.55	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.56	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.57	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.58	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.59	अङ्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.60	चिण्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.61	चिण्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.62	चिण्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.63	चिण्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.64	चिण्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.65	चिण्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.66	चिण्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.67	यक्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.68	शप्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.69	श्यन्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.70	श्यन्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.71	श्यन्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.72	श्यन्, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.73	स्नु, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.74	स्नु, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.75	स्नु, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.76	स्नु, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
3.1.77	श, विकरण-प्रत्ययाः, धातोः प्रत्ययः परः च
